2.510851431818535318e+00, 2.076267716940145558e+00, 1.709548648187471098e+00, 1.411411355034081438e+00, 1.163717644358463144e+00, 9.455512647095847267e-01, 7.563195744947236454e-01, 7.842025757956525567e-01, 9.850829737613572279e-01, 1.014059278799752883e+00, 4.013003237141624657e-01, 1.104058649183610741e-01, 7.735179942364720507e-01, 5.865573933018670694e-01, -4.993809961343791959e-01, -1.316262666431482264e+00, -9.356280978863192876e-01, -8.749207229239089889e-01, -1.235122876548693238e+00, -1.435697362683310274e+00, -1.626977951707768710e+00, -1.780509734368147745e+00, -1.793590315690048120e+00, -1.940807775991861828e+00, -1.787307412234958370e+00, -1.867668676926671267e+00, -1.366977781824294524e+00, 6.666359846832565772e-01, 1.217181082287466021e+00, 1.225840500913665254e+00, 8.442767305562234315e-01, -1.080435837406141797e+00, -1.130659815088436160e+00, -2.997661304893208811e-01, 1.603657203926680541e-01, 4.027793245183593496e-01, 5.118025413700332260e-01, 5.510297326053921196e-01, 5.104227710309419130e-01, 4.945159207093543507e-01, 4.323624716768854626e-01, 4.107440539576277527e-01, 3.065541492315257410e-01, 2.140707635310612755e-01, 1.052206963867758083e-01, 4.399009863160229655e-02, 1.601159623759556005e-01, 4.978950084438355517e-01, 7.905018011351815366e-01, 1.159944090234982461e+00, 1.578095068123745337e+00, 2.031748332880785934e+00
1.972370923543179888e+00, 1.873229149841254104e+00, 1.655413334550872362e+00, 1.364016058969585332e+00, 1.082755111132836845e+00, 8.461070601408942071e-01, 6.753291756193358086e-01, 7.214680783857450042e-01, 9.214591425085265630e-01, 8.688015415071601577e-01, -1.179871688154107146e-01, -7.344091136241930329e-01, 8.340960982685037273e-01, 1.165048979222146341e+00, 7.865277513266830667e-01, 6.068169667820014768e-01, 7.649072043171750712e-01, 2.131469006954590240e-01, -7.702581897139595402e-01, -1.106292157672129406e+00, -1.401869578164318897e+00, -1.661419482608849529e+00, -1.772268481331330303e+00, -2.097281496186231831e+00, -2.181869081097135510e+00, -2.178633989994251063e+00, -9.033229317066523434e-01, 9.105841127885262454e-01, 1.101848017195755647e+00, 8.870821889800198923e-01, 6.215301060795630494e-01, -1.207504199559559011e+00, -1.219968402044879774e+00, -4.459999081151462264e-01, 2.824997521919563395e-02, 2.707268495417276544e-01, 3.526726651034820526e-01, 3.394628263902026988e-01, 2.605810711296445703e-01, 2.306616819994516399e-01, 1.882691897026660677e-01, 1.261906617560958066e-01, 9.953927093189762765e-02, -1.634926108569836889e-02, -5.205930313971466467e-02, -1.316820300293872203e-01, 1.191564526163482393e-02, 3.133211550788223554e-01, 6.581765009495538221e-01, 1.019547324045365411e+00, 1.404574036676113247e+00, 1.870903313762656728e+00
2.218194244573345131e+00, 1.880321948010001742e+00, 1.585583764719399769e+00, 1.259770765513204882e+00, 9.803573763083042181e-01, 7.438501967011321714e-01, 5.438265193507815232e-01, 5.961954928485954097e-01, 8.338251692412311789e-01, 9.188255320959910488e-01, 6.481095879367790857e-01, 5.200766730979661245e-01, 5.327529576520915189e-01, 9.030604174534065942e-01, 1.166009056736433624e+00, 1.125095864799455558e+00, 1.062615812195770060e+00, 9.109061682389235637e-01, 7.855022845061726544e-01, 6.418001032393297889e-01, 3.874460896361932583e-01, 1.595599339979294692e-02, -4.446229965919712979e-01, -9.697963276418052336e-01, -1.433300652154398502e+00, -1.609303834507608721e+00, -6.804308589145832142e-01, 7.672971935779306918e-01, 7.231118609779233486e-01, 4.399699216897251519e-02, 7.728864728664731898e-02, -1.358114203002567910e+00, -1.050899446702096673e+00, -2.818588591815203714e-01, 1.473665125567587553e-01, 3.544020620007457545e-01, 4.433084021739609470e-01, 4.143496848136516419e-01, 2.648900916314106402e-01, 2.394788628939845399e-01, 2.602170601738384992e-01, 2.344786768259901621e-01, 2.125134325972920790e-01, 9.942269820074288444e-02, 2.874915906585679207e-02, -7.794082691337830826e-02, 1.283949504405702997e-02, 2.877524500980343514e-01, 6.541749462158675810e-01, 1.018033478110979662e+00, 1.406619760776268713e+00, 1.856597127407621617e+00
2.187686074492582122e+00, 1.816700294786911973e+00, 1.472416077459199668e+00, 1.151070184096641302e+00, 8.566031296486149582e-01, 6.204589603234079709e-01, 4.376653704815584023e-01, 4.966065483318866658e-01, 7.154399899034710186e-01, 8.568605100126046592e-01, 7.516967948545856260e-01, 1.390966252944540738e-01, -6.884623537619943834e-01, -1.061032328265922642e+00, -5.002022649974908752e-01, 3.759930070980705974e-01, 8.493010982234142636e-01, 9.613663607432111347e-01, 9.925107215717023923e-01, 1.083134282655350278e+00, 1.044469128601397845e+00, 9.080663856184779670e-01, 7.758200278970661667e-01, 6.469639345945326081e-01, 4.558561263843308176e-01, 2.566379410250291815e-01, 3.472222791941207420e-01, 7.617538415868204682e-01, 7.593246596973571849e-01, 1.946682254158398351e-01, 4.482882747994011013e-02, -1.120781480865661983e+00, -9.756145138774520165e-01, -2.680646198525897805e-01, 1.333556298553214559e-01, 3.524530388481819099e-01, 4.283902427555540959e-01, 4.136726400499207146e-01, 3.005470173779857812e-01, 2.543282943289679188e-01, 2.532682448069962233e-01, 1.753699118618787522e-01, 1.844801597552889749e-01, 1.371426848711395641e-01, 7.274564641803163423e-02, -5.525604360955576472e-02, 4.142900540918308117e-02, 2.983731355936539709e-01, 6.255200731764920530e-01, 9.988089040711505273e-01, 1.380167340649609997e+00, 1.823685966505740330e+00
2.106183791120870286e+00, 1.726007945138638755e+00, 1.351745014193571626e+00, 1.017621759653687175e+00, 7.239112155073075261e-01, 4.873395406415766407e-01, 2.987224940986020760e-01, 3.773819642581769385e-01, 5.671113483451416526e-01, 6.854259447703473507e-01, 5.863659841647735904e-01, 1.765542188369612353e-01, -2.820293851145096523e-02, 1.574346383864692611e-01, 1.392591507792832473e-01, 5.352630889877142417e-01, 3.667542416310354825e-01, -4.522304141003943290e-01, -7.559842724832431526e-02, 7.708590983578629263e-01, 9.567840868388503006e-01, 7.477454969111866356e-01, 7.874254932808454344e-01, 8.493501258720540514e-01, 7.972820071718618173e-01, 7.819487178366171243e-01, 7.885845470815795455e-01, 8.264018641052631731e-01, 8.925952110763768488e-01, 8.459177466766998332e-01, 8.048189803017872235e-01, 5.863164441535562155e-01, 4.297598981363874859e-01, 4.411492969776918960e-01, 4.891396242441829467e-01, 5.241936301449006130e-01, 5.677244574412199096e-01, 5.001353955582674704e-01, 3.822386417703625416e-01, 3.580480166990094859e-01, 2.686063326376094684e-01, 2.100210232667510390e-01, 2.042928366520425087e-01, 1.966719205138514615e-01, 1.432191092816251232e-01, 2.470199637190133996e-02, 1.033609458712239221e-01, 3.896890352030640825e-01, 6.783278472797935610e-01, 9.966044420889700328e-01, 1.368753035269057783e+00, 1.807911482830559802e+00
2.053881620157811838e+00, 1.627467922717223736e+00, 1.261163863908575822e+00, 9.133574931345065373e-01, 6.206275215736165585e-01, 3.802188176774674022e-01, 1.856283226093047578e-01, 2.526919844317410679e-01, 3.985759605616748802e-01, 5.389657892983892307e-01, 6.485342081254461544e-01, 5.731239757506478849e-01, 4.082203844313185281e-01, 1.455218666768353653e-01, -2.931223716677977195e-02, 1.104518167729610229e-01, -2.172492507276552187e-01, -4.966969923423748545e-01, -7.560492227560236533e-02, 2.472185069730636897e-01, 3.543703518491811422e-01, 3.545487281166360694e-01, 4.937421969165385338e-01, 5.593590948121095474e-01, 6.410092897337487106e-01, 7.421697385704327798e-01, 8.205914498579421901e-01, 9.860447515953837394e-01, 8.382727030099000887e-01, 8.062986462011350053e-01, 1.049214792566480758e+00, 1.059990589946384398e+00, 1.201092067296892552e+00, 1.235520185346694610e+00, 1.192733529759290256e+00, 1.104165941049590760e+00, 1.086068611158546027e+00, 9.871661484704863376e-01, 8.703046229006540235e-01, 7.352983814047117095e-01, 5.830906263962822855e-01, 4.608446845096654809e-01, 4.427983054240104410e-01, 3.648802019834766486e-01, 2.934416349331058771e-01, 1.771941645023235035e-01, 3.033055621815258784e-01, 5.966864950331164374e-01, 8.747826383464880617e-01, 1.142809314869129400e+00, 1.492143084107653506e+00, 1.933358680704934995e+00
1.983031240051203348e+00, 1.581855873548990488e+00, 1.186487892574139558e+00, 8.434026920540533823e-01, 5.502331873125227979e-01, 3.056750238015411014e-01, 1.023736617601866128e-01, 1.538876058915635558e-01, 2.825369114102108115e-01, 4.024565714883193146e-01, 4.543530972030067061e-01, 2.894174628583524589e-01, -2.515896635686493349e-04, 2.955831877819320441e-01, 2.239421785698526846e-01, -6.056771007305055132e-01, -7.985646119850677849e-01, -3.249582824204813036e-01, 3.093143218980533293e-02, -3.049930684562336958e-01, 7.701779856689258685e-02, 9.017684054377254066e-01, 9.980853817846022658e-01, 7.129988395655423306e-01, 9.185109494962584442e-01, 8.153326424710309883e-01, 6.694756916336745967e-01, 9.816977501925936433e-01, 1.132462563674771910e-01, -4.282359293880417805e-01, 2.015167569730467179e-01, -7.098775772378599358e-01, 1.512743261890066304e-02, 9.163771551695633066e-01, 1.321565858628861889e+00, 1.510131839715801672e+00, 1.684562961965814010e+00, 1.712693009426359492e+00, 1.605995628481438953e+00, 1.480110162949817454e+00, 1.322781747246934980e+00, 1.137552846567960740e+00, 9.797184249263127809e-01, 8.191104370092687770e-01, 6.904864273317320444e-01, 5.576181398698574210e-01, 6.610026171929654915e-01, 8.777033074594773332e-01, 1.083797644007123528e+00, 1.306029016090513695e+00, 1.677497596678146019e+00, 2.127393980859487499e+00
1.968780529462546447e+00, 1.541825601289691594e+00, 1.156153165128160021e+00, 8.217563008199278984e-01, 5.346384799016895562e-01, 2.911549504118335352e-01, 8.727177347308209820e-02, 1.394982350877676802e-01, 2.415663343848375166e-01, 3.437482581068492804e-01, 4.041745030920136372e-01, 4.084352896259206833e-01, 4.461630227968951257e-01, 5.475812651177410784e-01, -4.653163020672977379e-01, -1.068126101107880865e+00, -3.189313096644577072e-01, 4.812780316441983008e-01, 3.568042173229135638e-01, -6.629929232479984946e-02, 7.645847223607179499e-01, 1.020075221705667445e+00, 9.306552724664485243e-01, 8.917310380468247422e-01, 1.076985012334633174e+00, 1.007037630948458329e+00, 9.506711894294784804e-01, 1.036632304701923690e+00, -2.499758692527353707e-02, -7.527846515098075564e-01, -2.050031292664956928e-01, -2.134827061235249790e+00, -1.608673215129897249e+00, -3.045820078367603156e-01, 3.827754028594062552e-01, 5.172275835433421953e-01, 6.411295200133759753e-01, 9.739995270288568374e-01, 1.011527814441522510e+00, 1.413198422200948823e+00, 1.578550006329433097e+00, 1.641162190644774199e+00, 1.610551050158849806e+00, 1.489030719882935117e+00, 1.366592556532185920e+00, 1.179563863041396043e+00, 1.227448279813958321e+00, 1.326870462497969916e+00, 1.461108817414340511e+00, 1.699703533326928584e+00, 1.982512866807149221e+00, 2.412648911687394371e+00
2.031107438998979386e+00, 1.588993885840969567e+00, 1.204802923499775025e+00, 8.717044546176575537e-01, 5.852967708056747709e-01, 3.402352041266939464e-01, 1.335347718789730298e-01, 1.848398376636559981e-01, 2.709268472680370077e-01, 3.588232359536780991e-01, 3.995645848766965491e-01, 4.192583118337619985e-01, 5.308740501562539960e-01, 1.223299601809916121e-01, -1.173062996313070983e+00, -1.419379875146987158e-01, 5.175616523759875021e-01, 5.767709021989927409e-01, 4.592884188649870025e-01, 5.949123957112085748e-01, 8.789004722675806125e-01, 8.521673105898928124e-01, 8.392143337655965096e-01, 9.361983827832934812e-01, 9.824328942685581767e-01, 1.043268757926880674e+00, 1.147594159538164238e+00, 1.011265565670355970e+00, -8.369202348622521714e-02, -9.209337328975425452e-01, -1.813306559125802409e-01, -1.005502815161386954e+00, -1.577093797655743979e+00, -3.520020007044356025e-01, 4.267457469273012172e-01, 1.416499514405681059e-01, -1.748138596857235605e+00, -1.692460750327572372e+00, -1.516047635167731000e+00, -1.052249193784862591e+00, -3.211289672404363249e-01, 4.960093787188951664e-01, 1.044972278583377046e+00, 1.290681929483135981e+00, 1.510587106207453845e+00, 1.653072356087502914e+00, 1.653451215325932644e+00, 1.852801567187293497e+00, 2.047411754454166566e+00, 2.180697593301957671e+00, 2.379988575166621878e+00, 2.892219633264281775e+00
2.123118745680393271e+00, 1.683562367156543615e+00, 1.301227890801951226e+00, 9.691506758513304121e-01, 6.870892121915538331e-01, 4.449035566912870054e-01, 2.395929927405177351e-01, 3.002533822036474453e-01, 3.808717792632459465e-01, 4.656974614438639803e-01, 5.175891261233007690e-01, 5.198763861770823169e-01, 5.813847030101890745e-01, -6.443929146457333390e-02, -7.509503074992286420e-01, 6.300507385288699469e-01, 7.620878360418251729e-01, 6.445530541267296964e-01, 7.079679201218380680e-01, 7.624217242152449003e-01, 8.387608761280912484e-01, 8.027242218205329349e-01, 8.103400458692503472e-01, 8.627335192922290785e-01, 8.978118568386688203e-01, 1.017959179524411839e+00, 1.119360983535969023e+00, 9.474137337266383962e-01, -1.222730586355365717e-01, -1.012468310789227166e+00, 9.078616188607667725e-01, 4.844993921138933402e-02, -1.449834435203761096e+00, -4.006808845859723411e-01, 3.363151576825481048e-01, 7.354322275600242431e-01, -8.514919802018057204e-01, -1.395290048552332074e+00, -1.537031891650600501e+00, -1.751871015857395575e+00, -1.691944069364008651e+00, -1.412863958203111059e+00, -8.507016672665203005e-01, -5.472212336589692139e-02, 1.042602547817405023e+00, 1.511867464686484919e+00, 1.278233578301278595e+00, 1.603788264894792759e+00, 1.834427523869203158e+00, 1.040878785895807290e+00, 1.871258373101446493e-01, 1.329894103857580001e+00
2.258083706961196313e+00, 1.821229117596397717e+00, 1.440897800210771074e+00, 1.111989103826479974e+00, 8.376619620154213131e-01, 6.015199658228207458e-01, 3.999627540803465386e-01, 4.771742725376446614e-01, 5.595353404781577833e-01, 6.377276728809559980e-01, 6.833927420810744779e-01, 7.028283782237394473e-01, 7.538110049473165653e-01, 3.915200457707993520e-01, -3.676688257089195666e-01, 7.868299432958609785e-01, 9.840016442838618316e-01, 9.918067558025542851e-01, 9.897012686049608821e-01, 9.820128058567086926e-01, 9.655737178607194382e-01, 9.000259994516518480e-01, 7.719949044374123659e-01, 9.367348027022196488e-01, 9.458035488681111325e-01, 1.049815566349601603e+00, 1.162270883276418587e+00, 9.691558910381214975e-01, -7.125105328541304905e-02, -1.010887829383880998e+00, 1.066839362891617071e+00, -1.004860300808767121e-01, -1.310687065064669365e+00, -5.156057587482805182e-01, 3.438661476470626366e-01, 1.110811981132753035e+00, -2.562663506926722290e-01, -8.573422675606499066e-01, -9.488821708136785382e-01, -1.247911735028704117e+00, -1.205780408053557462e+00, -1.299965117194260111e+00, -1.501946341573276333e+00, -1.417655977571901094e+00, -9.607657821138657628e-01, -4.513098863329944449e-02, 4.341347105243922311e-01, 1.329731977548143096e+00, 1.665924636738264963e+00, 3.587804929876531879e-01, -5.149456484865287953e-01, -3.149169717199900020e-01
2.442246518176498959e+00, 2.006561199845016574e+00, 1.631165044113346063e+00, 1.309121964371108948e+00, 1.047307221256074339e+00, 8.237063621767780619e-01, 6.337891756637539231e-01, 7.382936747687628420e-01, 8.262558560266455299e-01, 8.957967366360716222e-01, 9.572435036850407419e-01, 1.025525794289632309e+00, 1.058327558603377128e+00, 1.034352145798554723e+00, 3.593442992768777766e-01, 4.985146981872982663e-01, 1.079782027542956824e+00, 1.179001812272481020e+00, 1.213443479492729127e+00, 1.211583450073849599e+00, 1.206179282742013692e+00, 7.581215568479512390e-01, 8.242813556503552075e-01, 9.796866022227587179e-01, 6.671906311775871457e-01, 8.181777384853565760e-01, 1.302004173604374371e+00, 1.121851929689299254e+00, 1.548673352668335779e-01, -5.947075128866439186e-01, 1.177833530383526339e+00, -2.181851336926531049e-01, -1.251364130250447460e+00, -7.223476770892411913e-01, 3.363677727828858766e-01, 1.350300712220621868e+00, 1.239668242628663535e-02, -7.634779242082684325e-01, -7.214730623727343417e-01, -1.110858218548365972e+00, -1.022513250018180164e+00, -8.721940977182931487e-01, -1.121403698295356355e+00, -1.322791943278469606e+00, -1.086475918389709250e+00, -3.821886309972300499e-01, -9.804569326375028870e-01, -6.482766569568776394e-01, -2.267818721460471490e-02, -2.846796841172308246e-01, -5.024618098910563768e-01, 2.235673249586414002e-01
2.661033344167829995e+00, 2.137202484388789792e+00, 1.732429876365577659e+00, 1.527629601403027726e+00, 1.280295873375510318e+00, 9.012726541166788952e-01, 8.402209994683638161e-01, 1.057181455261096303e+00, 1.120978879432646291e+00, 9.597889421464887993e-01, 1.051119558003065668e+00, 1.300174794604672668e+00, 1.331501822377723299e+00, 1.363125498501692290e+00, 1.322510586465444948e+00, 7.348941340560727342e-01, 6.769619273193665521e-01, 8.957953795033625211e-01, 1.114680084803807203e+00, 1.340420710379623070e+00, 1.449124644940310569e+00, 1.348445828847536498e+00, 1.231851351730269162e+00, 1.282329491019247980e+00, 1.109773298662032781e+00, 8.065479261441949044e-01, 1.385692165873504633e+00, 1.196824771061413717e+00, 4.478356208261641269e-01, 2.060941250459635832e-01, 1.244228522085565336e+00, -2.567304832337086729e-01, -1.282843456724081399e+00, -8.427409967231935806e-01, 3.866965505020869553e-01, 1.397946836432751194e+00, 1.078330741006718746e-02, -7.284151284962867567e-01, -6.075618108501639192e-01, -1.042906734656794621e+00, -9.872099717548245001e-01, -7.862964396795342203e-01, -9.499540526174827804e-01, -1.074424289597626592e+00, -1.121145893173693509e+00, 3.635806452354711782e-02, -8.542826952541112684e-01, -1.194426225057367175e+00, -9.143277688390654134e-01, -5.564135334545424749e-01, -3.972742650596943759e-01, 1.240467810031979090e-01
2.830183863721526638e+00, 1.702556032994375412e+00, 1.070284471036604845e+00, 1.232480823176139495e+00, 1.350000118549242734e+00, 6.689644744379416030e-01, 4.875685998717501635e-01, 1.257868417768406966e+00, 1.210359543817672634e+00, 6.473884486863497045e-01, 8.106166829868352020e-01, 1.377172769389739093e+00, 1.588358496173191803e+00, 1.664631940699237145e+00, 1.622636864550515590e+00, 8.822518323551088448e-01, 8.324214316873210784e-01, 7.156238440614404173e-01, 6.603759367706585337e-01, 7.528420348576890797e-01, 9.209073745356385343e-01, 9.791185707941627570e-01, 8.727369852860911159e-01, 9.570221502833230476e-01, 9.637319883751243044e-01, 8.160719603516524145e-01, 1.113586987553772278e+00, 8.555057727794416200e-01, 6.705975054627076881e-01, 9.302289534245106184e-01, 9.657588520240568686e-01, -3.126159764938726826e-01, -1.238694454941190459e+00, -6.694499752068905352e-01, 6.263009040542023564e-01, 1.488830025886873187e+00, 8.640219805707506640e-02, -6.817751585494399302e-01, -4.500425129173012406e-01, -8.322522921232408111e-01, -7.322076297139807899e-01, -6.464383560473425661e-01, -7.807980953062436669e-01, -9.065292383143283006e-01, -9.290634782341502529e-01, 4.353682750915316424e-01, -4.946671793281600671e-01, -9.806237253499731077e-01, -1.038621794789026387e+00, -1.020473369339157887e+00, -6.830657179297184856e-01, -4.388981538666111848e-01
2.009097969768863123e+00, 9.445194080456753571e-01, 1.723775062994184204e-01, 1.037227027515550820e-01, 8.171306128807306335e-01, -7.575897028956542212e-02, 1.390650763389908451e-01, 1.017800430516517807e+00, 1.127733350465762951e+00, 1.309266977671778909e+00, 4.671929089810133440e-01, 3.698171982348267273e-01, 9.231451185807587612e-01, 1.856048031558358291e+00, 1.972496041029164981e+00, 6.231437285858855146e-01, -2.495013020502310497e-01, -1.369117114214685182e-01, 3.653668940942521592e-01, 4.560423186979921106e-01, 8.589986198930885664e-01, 8.627723883940594529e-01, 8.861517556557693132e-01, 9.088886880085724762e-01, 8.655281721650549542e-01, 8.450956304783262540e-01, 8.483732877134010364e-01, 8.110488869195823236e-01, 9.080683838115504170e-01, 1.256849332627403504e+00, 9.208550019969227174e-01, -3.087742846932099439e-01, -6.442911413396730236e-01, -8.360800152449353317e-02, 9.573709837896797747e-01, 1.454227188933711723e+00, 7.064953525317739513e-02, -5.861129027953531079e-01, -3.946177996865798399e-01, -6.087212284222975889e-01, -5.550989536395212198e-01, -5.997193801229468990e-01, -7.656464266303342203e-01, -8.670998078181877400e-01, -8.366124961542684701e-01, 7.614780660374673715e-01, -2.956799016521412526e-01, -7.148366180694691874e-01, -6.408751826136314111e-01, -9.349405068740880287e-01, -8.589556374319692322e-01, -6.805808723114328274e-01
1.722853083422122955e+00, 9.540934822736846233e-01, -5.041399630853972413e-02, -3.059024014680621351e-01, -4.206697642262138270e-01, -9.326113531593509531e-01, -3.753345308099908517e-01, 3.360046107751774036e-01, 1.079307947987272476e+00, 1.583880813093457185e+00, 1.769475445378393408e-01, 4.264995358409533477e-01, 3.973814842881883136e-01, 1.422012617281852576e+00, 1.473299571249623741e+00, 5.283315054050927717e-01, -9.780013348010138663e-02, -7.171735482561116815e-01, -4.525759929259658421e-01, -1.340373978538873967e+00, 2.255593727405047488e-01, 4.163768884709816986e-01, 5.848617808147016373e-01, 6.121028862356664435e-01, 6.835150023916644058e-01, 7.022930307000210259e-01, 7.395793034006897804e-01, 8.221040556958603140e-01, 1.047428685986166119e+00, 1.405092284595965024e+00, 8.061032406819861329e-01, -2.484253306179943777e-01, 6.146246533826426051e-01, 1.316461983725850882e+00, 1.743795323692404198e+00, 1.403410897354905984e+00, 2.009045435246909275e-02, -5.634363156441569709e-01, -4.594747279237136883e-01, -5.599897794943287099e-01, -5.561662111089510363e-01, -6.543060694602148564e-01, -8.550194376195346946e-01, -9.164018443487228494e-01, -8.087238279219808312e-01, 9.415916870807278238e-01, -2.506432724083957897e-01, -6.260954226827247782e-01, -4.205206672480089614e-01, -7.123316833746394794e-01, -6.490291477303967715e-01, -5.044300695681078750e-01
1.319445486423805214e+00, 4.560889547359964769e-01, -3.704811749845265956e-01, -5.109856379127092341e-01, -1.291786400187897588e-01, 8.202099795295393347e-01, -8.185726483079218685e-01, -1.027006263352602922e+00, 5.591647150224681173e-01, 7.255081043610623892e-01, -9.308493596190553498e-01, 2.022188407388871567e-01, 5.443896868935249600e-01, 7.196171076006996348e-01, -7.734115110712022068e-01, -9.668005288546140108e-02, 5.534993679805115807e-01, -8.113746190896730104e-01, -1.097240060926812033e+00, -1.232056032528679790e+00, -2.718996350348192315e-01, -2.973777201561042527e-01, 2.302443103297377169e-01, 4.779465210065949043e-01, 4.449109438452241161e-01, 1.484978849586311433e-01, -7.725302628274848260e-01, -1.208089335173023526e+00, 1.041604979357771549e-01, 1.286221004984552163e+00, 7.016509327684491426e-01, -2.108282631357120962e-01, 7.522153710094359180e-01, 1.567848192224543746e+00, 2.054639103492532204e+00, 1.269262854182526157e+00, -5.955078828132935598e-02, -6.233251632354221972e-01, -5.964596675819102689e-01, -6.468558108625052094e-01, -7.359996749891185575e-01, -7.886693957487310724e-01, -9.585071042320632007e-01, -1.044041997274723466e+00, -8.855927522950680642e-01, 9.368829632491953996e-01, -2.960107205324028490e-01, -6.387150993627225271e-01, -4.489048536546361712e-01, -6.331625226462597178e-01, -6.013844829504099154e-01, -4.591983143358907005e-01
